time_key,date,hour,day,week,month,quarter,year
T072694,14-04-2014 19:31,19,14,2nd Week,04,Q2,2014
T072695,05-04-2016 23:00,23,05,1st Week,04,Q2,2016
T072696,23-08-2016 03:54,03,23,4th Week,08,Q3,2016
T072697,10-11-2020 13:00,13,10,2nd Week,11,Q4,2020
T072698,12-10-2014 00:29,00,12,2nd Week,10,Q4,2014
T072699,05-12-2020 01:20,01,05,1st Week,12,Q4,2020
T072700,06-12-2015 23:59,23,06,1st Week,12,Q4,2015
T072701,21-11-2020 07:33,07,21,3rd Week,11,Q4,2020
T072702,08-08-2015 07:24,07,08,2nd Week,08,Q3,2015
T072703,25-04-2015 19:55,19,25,4th Week,04,Q2,2015
T072704,06-10-2014 07:53,07,06,1st Week,10,Q4,2014
T072705,01-03-2017 00:35,00,01,1st Week,03,Q1,2017
T072706,20-11-2019 17:35,17,20,3rd Week,11,Q4,2019
T072707,05-04-2014 18:43,18,05,1st Week,04,Q2,2014
T072708,14-03-2017 11:03,11,14,2nd Week,03,Q1,2017
T072709,21-06-2014 15:03,15,21,3rd Week,06,Q2,2014
T072710,20-04-2017 17:38,17,20,3rd Week,04,Q2,2017
T072711,25-12-2016 08:03,08,25,4th Week,12,Q4,2016
T072712,11-12-2019 04:25,04,11,2nd Week,12,Q4,2019
T072713,23-05-2019 17:12,17,23,4th Week,05,Q2,2019
T072714,09-07-2016 14:45,14,09,2nd Week,07,Q3,2016
T072715,13-04-2018 07:50,07,13,2nd Week,04,Q2,2018
T072716,20-03-2015 16:40,16,20,3rd Week,03,Q1,2015
T072717,13-12-2020 22:26,22,13,2nd Week,12,Q4,2020
T072718,20-03-2019 11:49,11,20,3rd Week,03,Q1,2019
T072719,03-02-2020 09:18,09,03,1st Week,02,Q1,2020
T072720,04-05-2017 02:23,02,04,1st Week,05,Q2,2017
T072721,13-06-2016 11:00,11,13,2nd Week,06,Q2,2016
T072722,01-10-2018 02:29,02,01,1st Week,10,Q4,2018
T072723,03-08-2020 17:42,17,03,1st Week,08,Q3,2020
T072724,31-10-2019 19:53,19,31,4th Week,10,Q4,2019
T072725,10-03-2019 07:58,07,10,2nd Week,03,Q1,2019
T072726,03-04-2015 18:25,18,03,1st Week,04,Q2,2015
T072727,09-10-2014 13:11,13,09,2nd Week,10,Q4,2014
T072728,06-07-2018 21:56,21,06,1st Week,07,Q3,2018
T072729,06-05-2020 20:43,20,06,1st Week,05,Q2,2020
T072730,23-09-2014 03:11,03,23,4th Week,09,Q3,2014
T072731,27-02-2018 02:46,02,27,4th Week,02,Q1,2018
T072732,13-08-2016 01:33,01,13,2nd Week,08,Q3,2016
T072733,22-07-2016 03:22,03,22,4th Week,07,Q3,2016
T072734,15-01-2015 15:40,15,15,3rd Week,01,Q1,2015
T072735,06-09-2018 04:09,04,06,1st Week,09,Q3,2018
T072736,08-05-2020 12:05,12,08,2nd Week,05,Q2,2020
T072737,06-09-2019 18:30,18,06,1st Week,09,Q3,2019
T072738,26-01-2015 23:38,23,26,4th Week,01,Q1,2015
T072739,29-03-2017 12:16,12,29,4th Week,03,Q1,2017
T072740,23-05-2020 09:52,09,23,4th Week,05,Q2,2020
T072741,10-03-2015 18:40,18,10,2nd Week,03,Q1,2015
T072742,27-01-2018 14:43,14,27,4th Week,01,Q1,2018
T072743,01-08-2020 04:42,04,01,1st Week,08,Q3,2020
T072744,23-03-2018 23:28,23,23,4th Week,03,Q1,2018
T072745,05-04-2017 05:42,05,05,1st Week,04,Q2,2017
T072746,26-03-2016 04:27,04,26,4th Week,03,Q1,2016
T072747,05-04-2014 12:47,12,05,1st Week,04,Q2,2014
T072748,02-06-2018 19:58,19,02,1st Week,06,Q2,2018
T072749,08-07-2015 13:18,13,08,2nd Week,07,Q3,2015
T072750,07-08-2018 02:14,02,07,1st Week,08,Q3,2018
T072751,01-08-2020 12:41,12,01,1st Week,08,Q3,2020
T072752,21-02-2020 05:56,05,21,3rd Week,02,Q1,2020
T072753,26-12-2020 19:01,19,26,4th Week,12,Q4,2020
T072754,14-10-2019 09:14,09,14,2nd Week,10,Q4,2019
T072755,25-10-2016 02:35,02,25,4th Week,10,Q4,2016
T072756,23-11-2020 03:26,03,23,4th Week,11,Q4,2020
T072757,13-02-2020 20:35,20,13,2nd Week,02,Q1,2020
T072758,13-04-2017 23:15,23,13,2nd Week,04,Q2,2017
T072759,01-08-2014 05:15,05,01,1st Week,08,Q3,2014
T072760,20-09-2020 13:18,13,20,3rd Week,09,Q3,2020
T072761,27-10-2016 08:58,08,27,4th Week,10,Q4,2016
T072762,24-05-2017 17:44,17,24,4th Week,05,Q2,2017
T072763,15-03-2019 07:53,07,15,3rd Week,03,Q1,2019
T072764,10-05-2017 10:23,10,10,2nd Week,05,Q2,2017
T072765,23-08-2015 02:23,02,23,4th Week,08,Q3,2015
T072766,08-08-2019 15:46,15,08,2nd Week,08,Q3,2019
T072767,13-11-2015 06:23,06,13,2nd Week,11,Q4,2015
T072768,09-06-2019 11:09,11,09,2nd Week,06,Q2,2019
T072769,05-09-2019 11:08,11,05,1st Week,09,Q3,2019
T072770,07-01-2019 15:19,15,07,1st Week,01,Q1,2019
T072771,28-06-2016 15:45,15,28,4th Week,06,Q2,2016
T072772,24-05-2014 20:28,20,24,4th Week,05,Q2,2014
T072773,23-04-2018 16:56,16,23,4th Week,04,Q2,2018
T072774,03-10-2017 09:37,09,03,1st Week,10,Q4,2017
T072775,03-04-2019 12:09,12,03,1st Week,04,Q2,2019
T072776,05-02-2014 22:41,22,05,1st Week,02,Q1,2014
T072777,09-08-2016 07:17,07,09,2nd Week,08,Q3,2016
T072778,13-10-2018 19:20,19,13,2nd Week,10,Q4,2018
T072779,31-01-2018 05:57,05,31,4th Week,01,Q1,2018
T072780,23-03-2016 17:51,17,23,4th Week,03,Q1,2016
T072781,21-10-2019 16:19,16,21,3rd Week,10,Q4,2019
T072782,26-02-2018 18:32,18,26,4th Week,02,Q1,2018
T072783,03-05-2015 03:14,03,03,1st Week,05,Q2,2015
T072784,15-09-2017 19:06,19,15,3rd Week,09,Q3,2017
T072785,20-01-2016 18:57,18,20,3rd Week,01,Q1,2016
T072786,12-01-2017 14:10,14,12,2nd Week,01,Q1,2017
T072787,17-07-2016 00:52,00,17,3rd Week,07,Q3,2016
T072788,22-11-2019 08:20,08,22,4th Week,11,Q4,2019
T072789,13-09-2015 07:31,07,13,2nd Week,09,Q3,2015
T072790,08-11-2020 08:54,08,08,2nd Week,11,Q4,2020
T072791,12-10-2014 07:18,07,12,2nd Week,10,Q4,2014
T072792,09-05-2016 20:26,20,09,2nd Week,05,Q2,2016
T072793,21-02-2017 03:37,03,21,3rd Week,02,Q1,2017
T072794,03-03-2014 21:39,21,03,1st Week,03,Q1,2014
T072795,15-02-2019 09:18,09,15,3rd Week,02,Q1,2019
T072796,01-05-2019 10:34,10,01,1st Week,05,Q2,2019
T072797,16-10-2014 11:56,11,16,3rd Week,10,Q4,2014
T072798,13-02-2017 02:37,02,13,2nd Week,02,Q1,2017
T072799,20-02-2015 08:03,08,20,3rd Week,02,Q1,2015
T072800,02-02-2017 19:21,19,02,1st Week,02,Q1,2017
T072801,17-12-2019 02:11,02,17,3rd Week,12,Q4,2019
T072802,17-03-2016 05:28,05,17,3rd Week,03,Q1,2016
T072803,05-08-2019 08:37,08,05,1st Week,08,Q3,2019
T072804,06-04-2014 01:33,01,06,1st Week,04,Q2,2014
T072805,13-08-2016 20:54,20,13,2nd Week,08,Q3,2016
T072806,12-06-2014 03:35,03,12,2nd Week,06,Q2,2014
T072807,13-11-2019 10:42,10,13,2nd Week,11,Q4,2019
T072808,05-12-2016 03:29,03,05,1st Week,12,Q4,2016
T072809,09-10-2017 10:22,10,09,2nd Week,10,Q4,2017
T072810,04-04-2015 02:01,02,04,1st Week,04,Q2,2015
T072811,10-02-2014 16:39,16,10,2nd Week,02,Q1,2014
T072812,03-03-2019 14:40,14,03,1st Week,03,Q1,2019
T072813,26-05-2020 08:41,08,26,4th Week,05,Q2,2020
T072814,27-06-2016 09:23,09,27,4th Week,06,Q2,2016
T072815,17-04-2016 12:53,12,17,3rd Week,04,Q2,2016
T072816,11-12-2016 12:36,12,11,2nd Week,12,Q4,2016
T072817,13-09-2015 19:05,19,13,2nd Week,09,Q3,2015
T072818,11-09-2020 19:36,19,11,2nd Week,09,Q3,2020
T072819,13-09-2015 19:52,19,13,2nd Week,09,Q3,2015
T072820,28-10-2017 08:43,08,28,4th Week,10,Q4,2017
T072821,11-10-2015 19:59,19,11,2nd Week,10,Q4,2015
T072822,01-07-2017 13:43,13,01,1st Week,07,Q3,2017
T072823,20-06-2020 01:21,01,20,3rd Week,06,Q2,2020
T072824,21-08-2016 19:00,19,21,3rd Week,08,Q3,2016
T072825,25-08-2020 00:39,00,25,4th Week,08,Q3,2020
T072826,18-04-2016 15:31,15,18,3rd Week,04,Q2,2016
T072827,14-07-2020 09:31,09,14,2nd Week,07,Q3,2020
T072828,02-08-2014 10:02,10,02,1st Week,08,Q3,2014
T072829,17-07-2020 16:56,16,17,3rd Week,07,Q3,2020
T072830,15-08-2018 18:29,18,15,3rd Week,08,Q3,2018
T072831,31-05-2015 10:24,10,31,4th Week,05,Q2,2015
T072832,06-09-2015 19:03,19,06,1st Week,09,Q3,2015
T072833,04-01-2016 16:33,16,04,1st Week,01,Q1,2016
T072834,27-02-2017 06:15,06,27,4th Week,02,Q1,2017
T072835,20-08-2018 12:07,12,20,3rd Week,08,Q3,2018
T072836,02-07-2016 15:00,15,02,1st Week,07,Q3,2016
T072837,08-11-2018 01:33,01,08,2nd Week,11,Q4,2018
T072838,26-04-2015 01:24,01,26,4th Week,04,Q2,2015
T072839,13-05-2014 20:00,20,13,2nd Week,05,Q2,2014
T072840,15-01-2018 22:32,22,15,3rd Week,01,Q1,2018
T072841,25-10-2016 11:51,11,25,4th Week,10,Q4,2016
T072842,09-11-2017 17:34,17,09,2nd Week,11,Q4,2017
T072843,28-01-2016 02:17,02,28,4th Week,01,Q1,2016
T072844,28-01-2019 16:08,16,28,4th Week,01,Q1,2019
T072845,26-07-2014 19:00,19,26,4th Week,07,Q3,2014
T072846,20-05-2020 11:02,11,20,3rd Week,05,Q2,2020
T072847,08-03-2015 09:50,09,08,2nd Week,03,Q1,2015
T072848,29-01-2019 19:35,19,29,4th Week,01,Q1,2019
T072849,09-01-2018 21:31,21,09,2nd Week,01,Q1,2018
T072850,08-11-2018 00:50,00,08,2nd Week,11,Q4,2018
T072851,30-01-2014 15:12,15,30,4th Week,01,Q1,2014
T072852,17-07-2014 14:28,14,17,3rd Week,07,Q3,2014
T072853,01-09-2014 02:42,02,01,1st Week,09,Q3,2014
T072854,04-02-2016 04:58,04,04,1st Week,02,Q1,2016
T072855,15-02-2018 14:30,14,15,3rd Week,02,Q1,2018
T072856,14-04-2019 01:16,01,14,2nd Week,04,Q2,2019
T072857,28-03-2020 19:58,19,28,4th Week,03,Q1,2020
T072858,21-09-2016 19:46,19,21,3rd Week,09,Q3,2016
T072859,28-07-2014 22:03,22,28,4th Week,07,Q3,2014
T072860,07-05-2015 18:29,18,07,1st Week,05,Q2,2015
T072861,26-03-2020 16:23,16,26,4th Week,03,Q1,2020
T072862,31-07-2019 00:34,00,31,4th Week,07,Q3,2019
T072863,23-03-2016 03:02,03,23,4th Week,03,Q1,2016
T072864,23-06-2018 18:10,18,23,4th Week,06,Q2,2018
T072865,14-08-2018 22:55,22,14,2nd Week,08,Q3,2018
T072866,09-04-2020 08:38,08,09,2nd Week,04,Q2,2020
T072867,07-07-2016 02:57,02,07,1st Week,07,Q3,2016
T072868,21-11-2020 13:40,13,21,3rd Week,11,Q4,2020
T072869,19-09-2016 19:23,19,19,3rd Week,09,Q3,2016
T072870,18-01-2018 10:52,10,18,3rd Week,01,Q1,2018
T072871,27-04-2016 21:19,21,27,4th Week,04,Q2,2016
T072872,26-01-2014 05:37,05,26,4th Week,01,Q1,2014
T072873,11-10-2014 06:45,06,11,2nd Week,10,Q4,2014
T072874,23-08-2020 17:43,17,23,4th Week,08,Q3,2020
T072875,12-10-2014 15:51,15,12,2nd Week,10,Q4,2014
T072876,14-04-2017 02:09,02,14,2nd Week,04,Q2,2017
T072877,16-12-2016 08:53,08,16,3rd Week,12,Q4,2016
T072878,01-12-2018 06:28,06,01,1st Week,12,Q4,2018
T072879,10-09-2014 07:35,07,10,2nd Week,09,Q3,2014
T072880,18-11-2015 08:55,08,18,3rd Week,11,Q4,2015
T072881,03-01-2020 17:44,17,03,1st Week,01,Q1,2020
T072882,22-03-2019 22:07,22,22,4th Week,03,Q1,2019
T072883,12-11-2020 08:26,08,12,2nd Week,11,Q4,2020
T072884,11-09-2018 18:23,18,11,2nd Week,09,Q3,2018
T072885,03-09-2018 03:20,03,03,1st Week,09,Q3,2018
T072886,31-08-2016 18:44,18,31,4th Week,08,Q3,2016
T072887,26-01-2016 09:14,09,26,4th Week,01,Q1,2016
T072888,10-08-2017 18:09,18,10,2nd Week,08,Q3,2017
T072889,24-09-2018 08:42,08,24,4th Week,09,Q3,2018
T072890,15-04-2020 03:14,03,15,3rd Week,04,Q2,2020
T072891,14-11-2017 00:26,00,14,2nd Week,11,Q4,2017
T072892,27-09-2015 04:31,04,27,4th Week,09,Q3,2015
T072893,23-10-2015 20:50,20,23,4th Week,10,Q4,2015
T072894,15-07-2014 06:29,06,15,3rd Week,07,Q3,2014
T072895,24-09-2019 19:05,19,24,4th Week,09,Q3,2019
T072896,24-09-2014 17:50,17,24,4th Week,09,Q3,2014
T072897,12-07-2017 04:08,04,12,2nd Week,07,Q3,2017
T072898,29-01-2015 14:15,14,29,4th Week,01,Q1,2015
T072899,02-02-2018 10:32,10,02,1st Week,02,Q1,2018
T072900,29-12-2015 19:54,19,29,4th Week,12,Q4,2015
T072901,09-07-2016 03:37,03,09,2nd Week,07,Q3,2016
T072902,01-12-2014 08:50,08,01,1st Week,12,Q4,2014
T072903,26-06-2017 03:21,03,26,4th Week,06,Q2,2017
T072904,28-02-2017 06:44,06,28,4th Week,02,Q1,2017
T072905,14-10-2017 19:00,19,14,2nd Week,10,Q4,2017
T072906,16-08-2016 18:42,18,16,3rd Week,08,Q3,2016
T072907,25-11-2018 08:27,08,25,4th Week,11,Q4,2018
T072908,25-10-2018 07:44,07,25,4th Week,10,Q4,2018
T072909,24-03-2019 01:57,01,24,4th Week,03,Q1,2019
T072910,16-07-2020 11:28,11,16,3rd Week,07,Q3,2020
T072911,21-08-2015 13:41,13,21,3rd Week,08,Q3,2015
T072912,22-07-2017 17:10,17,22,4th Week,07,Q3,2017
T072913,29-12-2016 22:06,22,29,4th Week,12,Q4,2016
T072914,15-10-2017 09:36,09,15,3rd Week,10,Q4,2017
T072915,06-01-2016 13:15,13,06,1st Week,01,Q1,2016
T072916,26-05-2014 20:09,20,26,4th Week,05,Q2,2014
T072917,16-06-2018 13:34,13,16,3rd Week,06,Q2,2018
T072918,12-09-2014 05:29,05,12,2nd Week,09,Q3,2014
T072919,19-05-2014 02:01,02,19,3rd Week,05,Q2,2014
T072920,02-11-2014 03:20,03,02,1st Week,11,Q4,2014
T072921,04-11-2019 02:24,02,04,1st Week,11,Q4,2019
T072922,08-10-2019 05:29,05,08,2nd Week,10,Q4,2019
T072923,24-05-2017 01:51,01,24,4th Week,05,Q2,2017
T072924,20-04-2018 17:58,17,20,3rd Week,04,Q2,2018
T072925,29-01-2018 18:35,18,29,4th Week,01,Q1,2018
T072926,12-10-2015 21:13,21,12,2nd Week,10,Q4,2015
T072927,13-03-2014 01:27,01,13,2nd Week,03,Q1,2014
T072928,25-01-2019 00:40,00,25,4th Week,01,Q1,2019
T072929,17-06-2019 18:35,18,17,3rd Week,06,Q2,2019
T072930,22-12-2019 06:30,06,22,4th Week,12,Q4,2019
T072931,23-05-2016 17:03,17,23,4th Week,05,Q2,2016
T072932,09-05-2016 06:25,06,09,2nd Week,05,Q2,2016
T072933,14-04-2019 15:26,15,14,2nd Week,04,Q2,2019
T072934,21-09-2017 02:10,02,21,3rd Week,09,Q3,2017
T072935,31-10-2014 03:15,03,31,4th Week,10,Q4,2014
T072936,16-03-2019 07:44,07,16,3rd Week,03,Q1,2019
T072937,17-02-2016 02:31,02,17,3rd Week,02,Q1,2016
T072938,27-07-2016 08:25,08,27,4th Week,07,Q3,2016
T072939,08-05-2018 22:37,22,08,2nd Week,05,Q2,2018
T072940,01-11-2018 17:01,17,01,1st Week,11,Q4,2018
T072941,28-08-2020 08:37,08,28,4th Week,08,Q3,2020
T072942,17-01-2015 13:01,13,17,3rd Week,01,Q1,2015
T072943,13-09-2019 13:50,13,13,2nd Week,09,Q3,2019
T072944,14-04-2018 09:02,09,14,2nd Week,04,Q2,2018
T072945,12-04-2020 04:12,04,12,2nd Week,04,Q2,2020
T072946,13-11-2015 02:44,02,13,2nd Week,11,Q4,2015
T072947,27-10-2014 00:50,00,27,4th Week,10,Q4,2014
T072948,22-01-2021 00:22,00,22,4th Week,01,Q1,2021
T072949,11-11-2018 07:18,07,11,2nd Week,11,Q4,2018
T072950,06-01-2017 18:58,18,06,1st Week,01,Q1,2017
T072951,26-12-2014 19:33,19,26,4th Week,12,Q4,2014
T072952,10-06-2015 10:21,10,10,2nd Week,06,Q2,2015
T072953,27-07-2017 01:06,01,27,4th Week,07,Q3,2017
T072954,28-03-2014 19:21,19,28,4th Week,03,Q1,2014
T072955,08-12-2014 02:09,02,08,2nd Week,12,Q4,2014
T072956,08-06-2020 23:18,23,08,2nd Week,06,Q2,2020
T072957,08-11-2015 08:26,08,08,2nd Week,11,Q4,2015
T072958,13-08-2018 21:30,21,13,2nd Week,08,Q3,2018
T072959,13-04-2020 09:22,09,13,2nd Week,04,Q2,2020
T072960,25-06-2014 16:46,16,25,4th Week,06,Q2,2014
T072961,05-01-2020 02:16,02,05,1st Week,01,Q1,2020
T072962,23-12-2015 06:15,06,23,4th Week,12,Q4,2015
T072963,28-08-2016 15:52,15,28,4th Week,08,Q3,2016
T072964,26-07-2018 21:27,21,26,4th Week,07,Q3,2018
T072965,09-05-2015 23:01,23,09,2nd Week,05,Q2,2015
T072966,24-03-2016 22:54,22,24,4th Week,03,Q1,2016
T072967,26-06-2017 23:46,23,26,4th Week,06,Q2,2017
T072968,29-05-2015 06:30,06,29,4th Week,05,Q2,2015
T072969,06-07-2015 08:05,08,06,1st Week,07,Q3,2015
T072970,10-12-2018 14:51,14,10,2nd Week,12,Q4,2018
T072971,19-05-2014 02:52,02,19,3rd Week,05,Q2,2014
T072972,19-11-2016 14:00,14,19,3rd Week,11,Q4,2016
T072973,07-02-2020 15:11,15,07,1st Week,02,Q1,2020
T072974,17-07-2014 05:51,05,17,3rd Week,07,Q3,2014
T072975,20-02-2014 17:19,17,20,3rd Week,02,Q1,2014
T072976,21-07-2020 13:35,13,21,3rd Week,07,Q3,2020
T072977,25-11-2016 17:25,17,25,4th Week,11,Q4,2016
T072978,05-05-2016 14:05,14,05,1st Week,05,Q2,2016
T072979,24-12-2014 00:20,00,24,4th Week,12,Q4,2014
T072980,30-04-2014 04:30,04,30,4th Week,04,Q2,2014
T072981,14-10-2016 03:45,03,14,2nd Week,10,Q4,2016
T072982,11-09-2015 20:53,20,11,2nd Week,09,Q3,2015
T072983,29-12-2016 18:09,18,29,4th Week,12,Q4,2016
T072984,24-06-2014 03:54,03,24,4th Week,06,Q2,2014
T072985,10-11-2019 17:39,17,10,2nd Week,11,Q4,2019
T072986,09-07-2014 20:06,20,09,2nd Week,07,Q3,2014
T072987,21-11-2020 06:53,06,21,3rd Week,11,Q4,2020
T072988,05-03-2019 09:52,09,05,1st Week,03,Q1,2019
T072989,11-08-2020 14:52,14,11,2nd Week,08,Q3,2020
T072990,17-02-2017 12:46,12,17,3rd Week,02,Q1,2017
T072991,13-07-2019 14:35,14,13,2nd Week,07,Q3,2019
T072992,24-07-2017 00:48,00,24,4th Week,07,Q3,2017
T072993,01-08-2018 22:24,22,01,1st Week,08,Q3,2018
T072994,29-09-2016 18:29,18,29,4th Week,09,Q3,2016
T072995,24-10-2017 14:02,14,24,4th Week,10,Q4,2017
T072996,21-07-2016 02:47,02,21,3rd Week,07,Q3,2016
T072997,22-07-2018 14:00,14,22,4th Week,07,Q3,2018
T072998,27-11-2014 03:39,03,27,4th Week,11,Q4,2014
T072999,10-01-2021 17:30,17,10,2nd Week,01,Q1,2021
T073000,10-08-2020 05:09,05,10,2nd Week,08,Q3,2020
T073001,08-06-2014 17:53,17,08,2nd Week,06,Q2,2014
T073002,17-03-2014 05:03,05,17,3rd Week,03,Q1,2014
T073003,27-08-2017 15:07,15,27,4th Week,08,Q3,2017
T073004,05-05-2016 14:37,14,05,1st Week,05,Q2,2016
T073005,15-02-2018 11:33,11,15,3rd Week,02,Q1,2018
T073006,01-12-2019 11:44,11,01,1st Week,12,Q4,2019
T073007,09-05-2017 16:26,16,09,2nd Week,05,Q2,2017
T073008,15-06-2020 20:08,20,15,3rd Week,06,Q2,2020
T073009,26-12-2017 05:02,05,26,4th Week,12,Q4,2017
T073010,26-12-2017 19:17,19,26,4th Week,12,Q4,2017
T073011,21-05-2016 06:04,06,21,3rd Week,05,Q2,2016
T073012,10-10-2018 04:11,04,10,2nd Week,10,Q4,2018
T073013,21-10-2015 05:14,05,21,3rd Week,10,Q4,2015
T073014,28-12-2019 03:25,03,28,4th Week,12,Q4,2019
T073015,28-11-2018 11:27,11,28,4th Week,11,Q4,2018
T073016,07-11-2017 02:30,02,07,1st Week,11,Q4,2017
T073017,25-09-2018 05:32,05,25,4th Week,09,Q3,2018
T073018,12-04-2016 16:58,16,12,2nd Week,04,Q2,2016
T073019,18-02-2018 23:31,23,18,3rd Week,02,Q1,2018
T073020,29-10-2018 23:28,23,29,4th Week,10,Q4,2018
T073021,27-09-2016 13:28,13,27,4th Week,09,Q3,2016
T073022,21-11-2018 23:19,23,21,3rd Week,11,Q4,2018
T073023,04-02-2019 16:01,16,04,1st Week,02,Q1,2019
T073024,01-12-2020 08:21,08,01,1st Week,12,Q4,2020
T073025,15-12-2020 07:20,07,15,3rd Week,12,Q4,2020
T073026,12-06-2018 00:38,00,12,2nd Week,06,Q2,2018
T073027,19-03-2015 15:48,15,19,3rd Week,03,Q1,2015
T073028,24-06-2020 02:33,02,24,4th Week,06,Q2,2020
T073029,25-07-2016 12:40,12,25,4th Week,07,Q3,2016
T073030,02-07-2020 13:55,13,02,1st Week,07,Q3,2020
T073031,24-09-2014 21:04,21,24,4th Week,09,Q3,2014
T073032,14-10-2014 00:52,00,14,2nd Week,10,Q4,2014
T073033,02-01-2020 03:27,03,02,1st Week,01,Q1,2020
T073034,17-09-2014 12:17,12,17,3rd Week,09,Q3,2014
T073035,30-03-2016 07:54,07,30,4th Week,03,Q1,2016
T073036,23-12-2018 23:47,23,23,4th Week,12,Q4,2018
T073037,30-03-2017 08:02,08,30,4th Week,03,Q1,2017
T073038,21-11-2020 14:41,14,21,3rd Week,11,Q4,2020
T073039,24-10-2018 02:28,02,24,4th Week,10,Q4,2018
T073040,24-06-2017 00:37,00,24,4th Week,06,Q2,2017
T073041,03-05-2015 08:32,08,03,1st Week,05,Q2,2015
T073042,19-08-2020 12:34,12,19,3rd Week,08,Q3,2020
T073043,19-07-2020 21:38,21,19,3rd Week,07,Q3,2020
T073044,24-12-2015 08:01,08,24,4th Week,12,Q4,2015
T073045,22-04-2019 09:27,09,22,4th Week,04,Q2,2019
T073046,18-08-2015 11:52,11,18,3rd Week,08,Q3,2015
T073047,02-10-2014 19:18,19,02,1st Week,10,Q4,2014
T073048,21-05-2015 17:21,17,21,3rd Week,05,Q2,2015
T073049,09-09-2018 22:38,22,09,2nd Week,09,Q3,2018
T073050,03-05-2019 20:59,20,03,1st Week,05,Q2,2019
T073051,04-07-2016 00:03,00,04,1st Week,07,Q3,2016
T073052,25-05-2016 14:58,14,25,4th Week,05,Q2,2016
T073053,19-07-2014 14:54,14,19,3rd Week,07,Q3,2014
T073054,04-05-2016 09:24,09,04,1st Week,05,Q2,2016
T073055,19-03-2019 23:02,23,19,3rd Week,03,Q1,2019
T073056,24-03-2017 08:07,08,24,4th Week,03,Q1,2017
T073057,23-11-2019 16:09,16,23,4th Week,11,Q4,2019
T073058,25-10-2014 14:55,14,25,4th Week,10,Q4,2014
T073059,31-08-2016 19:48,19,31,4th Week,08,Q3,2016
T073060,15-08-2018 01:32,01,15,3rd Week,08,Q3,2018
T073061,25-01-2015 15:31,15,25,4th Week,01,Q1,2015
T073062,04-06-2020 22:45,22,04,1st Week,06,Q2,2020
T073063,02-01-2018 06:55,06,02,1st Week,01,Q1,2018
T073064,13-10-2014 07:35,07,13,2nd Week,10,Q4,2014
T073065,16-02-2016 07:43,07,16,3rd Week,02,Q1,2016
T073066,16-02-2014 20:48,20,16,3rd Week,02,Q1,2014
T073067,25-05-2016 05:42,05,25,4th Week,05,Q2,2016
T073068,15-09-2020 09:07,09,15,3rd Week,09,Q3,2020
T073069,16-07-2020 06:49,06,16,3rd Week,07,Q3,2020
T073070,10-07-2019 03:14,03,10,2nd Week,07,Q3,2019
T073071,22-07-2016 05:06,05,22,4th Week,07,Q3,2016
T073072,17-04-2020 09:21,09,17,3rd Week,04,Q2,2020
T073073,09-08-2015 23:42,23,09,2nd Week,08,Q3,2015
T073074,25-11-2020 21:49,21,25,4th Week,11,Q4,2020
T073075,20-08-2015 02:21,02,20,3rd Week,08,Q3,2015
T073076,22-09-2014 00:29,00,22,4th Week,09,Q3,2014
T073077,07-07-2020 00:10,00,07,1st Week,07,Q3,2020
T073078,24-11-2019 12:23,12,24,4th Week,11,Q4,2019
T073079,31-03-2014 06:17,06,31,4th Week,03,Q1,2014
T073080,03-01-2019 08:03,08,03,1st Week,01,Q1,2019
T073081,27-02-2020 05:47,05,27,4th Week,02,Q1,2020
T073082,12-09-2019 18:56,18,12,2nd Week,09,Q3,2019
T073083,04-05-2018 01:45,01,04,1st Week,05,Q2,2018
T073084,16-11-2018 09:29,09,16,3rd Week,11,Q4,2018
T073085,25-08-2017 04:05,04,25,4th Week,08,Q3,2017
T073086,24-12-2014 16:39,16,24,4th Week,12,Q4,2014
T073087,24-12-2016 13:41,13,24,4th Week,12,Q4,2016
T073088,06-12-2018 19:55,19,06,1st Week,12,Q4,2018
T073089,04-09-2019 18:51,18,04,1st Week,09,Q3,2019
T073090,29-01-2020 10:21,10,29,4th Week,01,Q1,2020
T073091,01-12-2016 07:17,07,01,1st Week,12,Q4,2016
T073092,21-05-2016 17:34,17,21,3rd Week,05,Q2,2016
T073093,06-09-2017 22:27,22,06,1st Week,09,Q3,2017
T073094,20-04-2020 11:05,11,20,3rd Week,04,Q2,2020
T073095,26-10-2020 13:52,13,26,4th Week,10,Q4,2020
T073096,24-06-2015 06:42,06,24,4th Week,06,Q2,2015
T073097,13-11-2019 19:19,19,13,2nd Week,11,Q4,2019
T073098,14-06-2017 19:42,19,14,2nd Week,06,Q2,2017
T073099,02-10-2014 01:00,01,02,1st Week,10,Q4,2014
T073100,04-07-2018 20:08,20,04,1st Week,07,Q3,2018
T073101,22-06-2018 19:13,19,22,4th Week,06,Q2,2018
T073102,20-08-2015 09:18,09,20,3rd Week,08,Q3,2015
T073103,07-11-2015 05:00,05,07,1st Week,11,Q4,2015
T073104,13-05-2015 18:12,18,13,2nd Week,05,Q2,2015
T073105,16-09-2019 23:00,23,16,3rd Week,09,Q3,2019
T073106,11-08-2017 01:20,01,11,2nd Week,08,Q3,2017
T073107,15-12-2014 02:38,02,15,3rd Week,12,Q4,2014
T073108,20-12-2018 07:17,07,20,3rd Week,12,Q4,2018
T073109,16-06-2020 22:21,22,16,3rd Week,06,Q2,2020
T073110,29-09-2015 06:58,06,29,4th Week,09,Q3,2015
