names,date_x,score,genre,overview,crew,orig_title,status,orig_lang,budget_x,revenue,country
Tokyo Train Girls 3: The Sensuous Nurse,04/25/2008 ,46.0,Drama,"Super conservative beautiful maiden Asuka Io in her first original video appearance! A new nurse is stripped of her white uniform and is made to experience sexual indignities. Chinatsu Izawa, the gorgeous actress with the beautiful legs, plays the older supervising nurse. The molestation and white uniformed nurse play by the finest actresses will challenge and stimulate the minds of men all over!","Tomomi Aizu, Yoko Masaki, Io Asuka, Asuka Kunihara, Chinatsu Izawa, Yayoi Motoki, Seiji Karasawa, Dr. Koji Chigusa, Shinjo Yamaguchi, Dr. Kazuhiro Kato", 揺れる電車の中で　破られたナースパンスト, Released, Japanese,89200000.0,450005002.8,JP
Lego DC Batman: Family Matters,10/24/2019 ,71.0,"Animation, Family, Action, Comedy","Suspicion is on high after Batman, Batgirl, Robin and other DC superheroes receive mysterious invitations. However, family values must remain strong when Batman and his team encounter the villainous Red Hood, who is obsessed with destroying the Bat-family and all of Gotham City.","Troy Baker, Bruce Wayne / Batman (voice), Jason Spisak, Jason Todd / Red Hood (voice), Will Friedle, Dick Grayson / Nightwing (voice), Tara Strong, Katherine Kane / Batwoman (voice), Alyson Stoner, Barbara Gordon / Batgirl (voice), Scott Menville, Damian Wayne / Robin (voice), Nolan North, Alfred (voice) / Killer Croc (voice), Christian Lanz, Harvey Dent / Two-Face (voice), Zach Callison, Billy Batson (voice)",Lego DC Batman: Family Matters, Released, English,96800000.0,762961688.8,DK
Miss Americana,01/31/2020 ,79.0,"Documentary, Music","A raw and emotionally revealing look at one of the most iconic artists of our time during a transformational period in her life as she learns to embrace her role not only as a songwriter and performer, but as a woman harnessing the full power of her voice.","Taylor Swift, Self, Joe Alwyn, Self, Todrick Hall, Self, Brendon Urie, Self, Jack Antonoff, Self, Bobby Berk, Self, Jonathan van Ness, Self, Karamo Brown, Self, Antoni Porowski, Self",Miss Americana, Released, English,173000000.0,558338403.8,US
Case Closed: Countdown to Heaven,04/21/2001 ,72.0,"Crime, Animation, Action, Mystery, Drama","As a pair of towers in Tokyo are being prepared for their grand opening, there is a series of murders of people connected to the towers. Conan suspects that the mysterious Syndicate may also be involved.","Minami Takayama, Conan Edogawa (voice), Wakana Yamazaki, Ran Mori (voice), Akira Kamiya, Kogoro Mori (voice), Kappei Yamaguchi, Shinichi Kudo (voice), Ikue Otani, Mitsuhiko Tsuburaya (voice), Yukiko Iwai, Ayumi Yoshida (voice), Kenichi Ogata, Doctor Agatha (voice), Naoko Matsui, Sonoko Suzuki (voice), Chafurin, Inspector Megure (voice)", 名探偵コナン 天国へのカウントダウン, Released, Japanese,117600000.0,399292267.0,JP
Escape to Victory,07/30/1981 ,69.0,"Drama, War",A group of POWs in a German prison camp during World War II play the German National Soccer Team in this powerful film depicting the role of prisoners during wartime.,"Sylvester Stallone, Captain Robert Hatch, Michael Caine, Captain John Colby, Max von Sydow, Major Karl von Steiner, Pelé, Cpl. Luis Fernandez, Brazil, Carole Laure, Renée, Bobby Moore, Terry Brady, England, Osvaldo Ardiles, Carlos Rey, Argentina, Paul Van Himst, Michel Fileu, Belgium, Kazimierz Deyna, Paul Wolchek, Poland",Escape to Victory, Released, English,10000000.0,27453418.0,US
No Bears,12/23/2022 ,71.0,Drama,"Follows two parallel love stories in which the partners are thwarted by hidden, inevitable obstacles, the force of superstition, and the mechanics of power.","Naser Hashemi, The Sheriff, Bakhtiyar Panjeei, Bakhtiyar, Vahid Mobaser, Ghanbar, Jafar Panahi, Self, Mina Kavani, Zara, Reza Heydari, Reza, Sinan Yusufoglu, Sinan, Darya Alei, Gozal, Amir Davar, Solduz", خرس نیست, Released, Persian,26730400.0,1067495.0,US
Jamon Jamon,09/03/1992 ,63.0,"Comedy, Drama, Romance","Jose Luis is an executive at his parents underwear factory where his girlfriend Sylvia works on the shop floor. When Sylvia becomes pregnant, Jose Luis promises her that he will marry her, most likely against the wishes of his parents. Jose Luis' mother is determined to break her son's engagement to a girl from a lower-class family, and hires Raul, a potential underwear model and would-be bullfighter to seduce Sylvia.","Javier Bardem, Raúl, Penélope Cruz, Silvia, Jordi Mollà, José Luis, Stefania Sandrelli, Mère de José Luis, Tomás Martín, Tomas, Anna Galiena, Mère de Silvia, Juan Diego, Père de José Luis, Armando del Río, José Luis, Diana Sassen, Amiga Silvia"," Jamón, jamón", Released," Spanish, Castilian",100760000.0,558095583.4,ES
Hellraiser: Judgment,02/13/2018 ,51.0,Horror,"Detectives Sean and David Carter are on the case to find a gruesome serial killer terrorizing the city. Joining forces with Detective Christine Egerton, they dig deeper into a spiraling maze of horror that may not be of this world.","Damon Carney, Detective Sean Carter, Randy Wayne, Detective David Carter, Paul T. Taylor, Pinhead, Alexandra Harris, Detective Christine Egerton, Gary J. Tunnicliffe, The Auditor, Rheagan Wallace, Alison Carter, John Gulager, The Assessor, Helena Grace Donald, Jophiel, Heather Langenkamp, Landlady",Hellraiser: Judgment, Released, English,350000.0,426290.0,US
Vegas Vacation,04/27/1997 ,61.0,Comedy,"The Griswold family hits the road again for a typically ill-fated vacation, this time to the glitzy mecca of slots and showgirls—Las Vegas.","Chevy Chase, Clark Griswold, Beverly D'Angelo, Ellen Griswold, Randy Quaid, Cousin Eddie, Ethan Embry, Russell 'Rusty' Griswold, Marisol Nichols, Audrey Griswold, Miriam Flynn, Cousin Catherine, Shae D'Lyn, Cousin Vicki, Wayne Newton, Himself, Wallace Shawn, Marty",Vegas Vacation, Released, English,25000000.0,36400360.0,AU
The Kid,09/28/2000 ,65.0,"Fantasy, Comedy, Family","Powerful businessman Russ Duritz is self-absorbed and immersed in his work. But by the magic of the moon, he meets Rusty, a chubby, charming 8-year-old version of himself who can't believe he could turn out so badly – with no life and no dog. With Rusty's help, Russ is able to reconcile the person he used to dream of being with the man he's actually become.","Bruce Willis, Russell Duritz, Spencer Breslin, Rusty Duritz, Emily Mortimer, Amy, Lily Tomlin, Janet, Chi McBride, Kenny, Jean Smart, Deirdre Lefever, Dana Ivey, Dr. Suzanne Alexander, Daniel von Bargen, Sam Duritz, Stanley Anderson, Bob Riley",The Kid, Released, English,65000000.0,69688384.0,AU
The Kid,09/28/2000 ,65.0,"Fantasy, Comedy, Family","Powerful businessman Russ Duritz is self-absorbed and immersed in his work. But by the magic of the moon, he meets Rusty, a chubby, charming 8-year-old version of himself who can't believe he could turn out so badly – with no life and no dog. With Rusty's help, Russ is able to reconcile the person he used to dream of being with the man he's actually become.","Bruce Willis, Russell Duritz, Spencer Breslin, Rusty Duritz, Emily Mortimer, Amy, Lily Tomlin, Janet, Chi McBride, Kenny, Jean Smart, Deirdre Lefever, Dana Ivey, Dr. Suzanne Alexander, Daniel von Bargen, Sam Duritz, Stanley Anderson, Bob Riley",The Kid, Released, English,7000000.0,1593173.0,AU
Step Up: Year of the Dance,07/25/2019 ,60.0,"Music, Drama",Youth from different social classes in Beijing come together to form China's best dance crew and learn what it really means to be family.,"Meng Meiqi, Xiao Fe, Jade Chynoweth, USA Phantom Dancer, Owodog Chuang, Te She, Dany Lee, Ni Si, Zack Roberts, 52 Killer, Lil Swagg, USA Phantom Dancer, Janelle Ginestra, USA Phantom Dancer, Jingxing Huang, Iron Monkey", 舞出我人生之舞所不能, Released, Chinese,93600000.0,186333762.2,UA
Fear,08/01/1996 ,64.0,Thriller,"Nicole Walker always dreamed of being swept away by someone special — someone strong, sexy and sensitive who would care for her more than anything else in the world. David is all that and more: a modern-day knight who charms and seduces her, body and soul. But her perfect boyfriend is not all he seems to be. His sweet facade masks a savage, dark side that will soon transform Nicole's dream into a nightmare.","Mark Wahlberg, David McCall, Reese Witherspoon, Nicole Walker, William Petersen, Steve Walker, Amy Brenneman, Laura Walker, Alyssa Milano, Margo Masse, Christopher Gray, Toby, Tracy Fraim, Logan, Gary Riley, Hacker, Jason Kristofer, Terry",Fear, Released, English,87400000.0,431611098.0,AU
Pornography in Denmark,04/17/1970 ,48.0,,German sex comedy,"Hans-Werner Bussinger, , Gerd Duwner, , Miriam  Liv, , Ute Marin, , Günter Vaessen, , Siegfried Zügel, ", Pornografie in Dänemark, Released, German,148800000.0,665830147.0,DE
Breakdown,10/09/1997 ,68.0,"Crime, Drama, Mystery, Thriller","When his SUV breaks down on a remote Southwestern road, Jeff Taylor lets his wife, Amy, hitch a ride with a trucker to get help. When she doesn't return, Jeff fixes his SUV and tracks down the trucker -- who tells the police he's never seen Amy. Johnathan Mostow's tense thriller then follows Jeff's desperate search for his wife, which eventually uncovers a small town's murderous secret.","Kurt Russell, Jeffrey 'Jeff' Taylor, J.T. Walsh, Warren 'Red' Barr, Kathleen Quinlan, Amy Taylor, M.C. Gainey, Earl, Jack Noseworthy, Billy, Rex Linn, Sheriff Boyd, Ritch Brinkley, Al, Moira Sinise, Arleen Barr, Kim Robillard, Deputy Len Carver",Breakdown, Released, English,36000000.0,50159144.0,AU
Acts of Vengeance,10/27/2017 ,59.0,"Thriller, Action, Drama","A fast-talking lawyer transforms his body and takes a vow of silence, not to be broken until he finds out who killed his wife and daughter and has his revenge.","Antonio Banderas, Frank Valera, Karl Urban, Strode, Paz Vega, Alma, Robert Forster, Chuck, Cristina Serafini, Sue Valera, Lillian Blankenship, Olivia Valera, Clint Dyer, Shivers, Isaac Florentine, Karate Sensei, Tim Man, Jiu-Jitsu Sensei",Acts of Vengeance, Released, English,10000000.0,320705.0,US
Quills,11/22/2000 ,71.0,Drama,"A nobleman with a literary flair, the Marquis de Sade lives in a madhouse where a beautiful laundry maid smuggles his erotic stories to a printer, defying orders from the asylum's resident priest. The titillating passages whip all of France into a sexual frenzy, until a fiercely conservative doctor tries to put an end to the fun.","Geoffrey Rush, Marquis de Sade, Kate Winslet, Madeleine LeClerc, Joaquin Phoenix, Abbe du Coulmier, Michael Caine, Dr. Royer-Collard, Billie Whitelaw, Madame LeClerc, Patrick Malahide, Delbené, Amelia Warner, Simone, Jane Menelaus, Renee Pelagie, Stephen Moyer, Prouix",Quills, Released, English,13500000.0,11732088.0,US
Reprisal,08/31/2018 ,53.0,"Action, Thriller, Crime","Jacob, a bank manager haunted by a violent heist that took the life of a coworker, teams up with his ex-cop neighbor, James, to bring down the assailant. While the two men work together to figure out the thief’s next move, Gabriel, the highly-trained criminal, is one step ahead. When Gabriel kidnaps Jacob’s wife and daughter, Jacob barrels down a path of bloodshed that initiates an explosive counterattack and brings all three men to the breaking point.","Frank Grillo, Jacob, Bruce Willis, James, Johnathon Schaech, Gabriel, Olivia Culpo, Christina, Natali Yura, Maribel, Tyler Jon Olson, Casey, Wass Stevens, Fredericks, Colin Egglesfield, FBI Agent Fields, Shea Buckner, Mitchell",Reprisal, Released, English,123800000.0,697811060.8,US
The Postman Always Rings Twice,03/20/1981 ,65.0,"Romance, Crime, Drama",The sensuous wife of a lunch wagon proprietor and a rootless drifter begin a sordidly steamy affair and conspire to murder her Greek husband.,"Jack Nicholson, Frank Chambers, Jessica Lange, Cora Papadakis, John Colicos, Nick Papadakis, Michael Lerner, Mr. Katz, John P. Ryan, Kennedy, Anjelica Huston, Madge, William Traylor, Sackett, Thomas Hill, Barlow, Jon Van Ness, Motorcycle Cop",The Postman Always Rings Twice, Released, English,12000000.0,44200000.0,US
The Intern - A Summer of Lust,12/01/2019 ,52.0,Drama,"The story of Maddie who leaves her hometown in the United States for the sensual streets of Barcelona to seize the opportunity to do an internship for erotic filmmaker Erika Lust. At first, she is overwhelmed by her new life and her new job, the new experiences and people she's being confronted with. But soon, sparked by her dreamy roommate Michael and her new friends, the shy All-American girl experiences a sexual awakening she could have never imagined in her wildest dreams. Meanwhile, her sister Paisely is worried about her disappearance and makes it her mission to find her. Will Paisley succeed or will she be lured into the heat of a European summer? This is a tale of sexual awakenings, erotic desire, curiosity and pleasure; this is a summer of Lust.","Lena Anderson, Maddie, Casey Calvert, Paisely, Michael Vegas, Michael, Kali Sudhra, Kali, Bishop Black, , Paulita Pappel, Julia",The Intern - A Summer of Lust, Released, English,111940000.0,638332462.6,DE
Hole in One,09/12/2009 ,41.0,Comedy,"Eric, a highly-gifted golfer but radically-undisciplined college undergrad, finds his world drastically altered after losing a golf bet to a pair of sadistic plastic surgeons. Eric's bad-boy attitude lifestyle comes to a screeching halt as he loses his money, his girlfriend, his dignity and his golf swing. Eric and his best friend Tyler decide to take on the doctors, in a final golf match of ""Best-Ball"" to get his life back and become the man he should have been all along.","Steve Talley, Eric P. Keller, David Ellison, Tyler Hayden, Dean Cameron, Dr. Carlton Piedmont, Christopher Showerman, Dr. Hamilton Manning, Sandy Modic, Mandy Hayden, K.T. Tatara, Mark Zbeitnefsky, Jerad Anderson, Jason Jones, Jossara Jinaro, Joslyn Whitmore, Dean Cain, Repo Man",Hole in One, Released, English,69200000.0,160644775.4,US
Obscene House: Slave Wife,02/06/2020 ,10.0,Romance,"Hyun-jung, who moved to a local mansion, was delighted with unexpected luck. She hated the noise between the floors so she wanted a quiet place with soundproofing. Since the tenants were mostly working couples, the mansion is quiet like a haunted city.","Sae Bom, , Min Jung, , Min Do-yoon, , James, , Joo Hyang-yoon, , Si Hoo, ", 음란 주택: 노예가 된 아내, Released, Korean,201940000.0,38157314.0,KR
Monster High: Great Scarrier Reef,02/12/2016 ,77.0,"Family, Animation","Join your favourite ghoulfriends in an all-new aquatic adventure! When the ghouls get pulled into the school pool, they're transported to the gore-geous underwater world of the Great Scarrier Reef. Lagoon realizes she's come home and, in a fintastic mission of the heart, decides to come to terms with her own freaky flaws. Of course she'll need help from the most creeperific firends ever as she confronts a frenemy from her past, competes in a scaretastic dance extravaganze, and fights a terrible beast from the deep!","Larissa Gallagher, Lagoona Blue / Kelpie Blue (voice), Kate Higgins, Frankie Stein (voice), Debi Derryberry, Draculaura (voice), Salli Saffioti, Clawdeen Wolf / Cleo de Nile (voice), America Young, Toralei Stripe (voice), Evan Smith, Gillington Webber / Deuce Gorgon / Announcer #1 (voice), Lyndsy Kail, Kala Mer'ri (voice), Rachel Staman, Peri Serpentine (voice), Cherami Leigh, Pearl Serpentine (voice)",Monster High: Great Scarrier Reef, Released, English,105640000.0,909434313.0,US
What a Girl Wants,03/27/2003 ,62.0,"Comedy, Romance, Drama, Family","An American girl, Daphne, heads to Europe in search of the father she's never met. But instead of finding a British version of her bohemian mother, she learns the love of her mom's life is an uptight politician. The only problem now is that her long-lost dad is engaged to a fiercely territorial social climber with a daughter who makes Daphne's life miserable.","Amanda Bynes, Daphne Reynolds, Colin Firth, Henry Dashwood, Kelly Preston, Libby Reynolds, Eileen Atkins, Jocelyn Dashwood, Anna Chancellor, Glynnis Payne, Jonathan Pryce, Alistair Payne, Oliver James, Ian Wallace, Christina Cole, Clarissa Payne, James Greene, Percy",What a Girl Wants, Released, English,25000000.0,37216643.0,US
The Spy Who Dumped Me,08/09/2018 ,64.0,"Action, Comedy",A couple of thirtysomething best friends unwittingly become entangled in an international conspiracy when one’s ex-boyfriend shows up at their apartment with a team of deadly assassins on his trail.,"Mila Kunis, Audrey, Kate McKinnon, Morgan, Justin Theroux, Drew, Sam Heughan, Sebastian, Lolly Adefope, Tess, Dustin Demri-Burns, Viktor, Hasan Minhaj, Duffer, Mirjam Novak, Verne, Kev Adams, Bitteauto Driver Lukas",The Spy Who Dumped Me, Released, English,40000000.0,78998245.0,AU
Official Competition,07/21/2022 ,68.0,"Comedy, Drama","When a billionaire entrepreneur impulsively decides to create an iconic movie, he demands the best. Renowned filmmaker Lola Cuevas is recruited to mastermind this ambitious endeavour. Completing the all-star team are two actors with massive talent but even bigger egos: Hollywood heartthrob Félix Rivero and radical theatre actor Iván Torres. Both are legends, but not exactly best friends. Through a series of increasingly eccentric trials set by Lola, Félix and Iván must confront not only each other but also their own legacies. Who will be left when the cameras finally start rolling?","Antonio Banderas, Félix Rivero, Penélope Cruz, Lola Cuevas, Oscar Martínez, Iván Torres, José Luis Gómez, Humberto Suárez, Manolo Solo, Matías, Nagore Aranburu, Julia, Irene Escolar, Diana Suárez, Pilar Castro, Violeta, Koldo Olabarri, Darío", Competencia oficial, Released," Spanish, Castilian",103040000.0,412503777.6,AU
Sweetwater,04/14/2023 ,0.0,"Drama, History","In the fall of 1950, Nat ""Sweetwater"" Clifton forever changed the game of basketball when he entered the NBA. The story of the first African American to land a contract to play in the NBA.","Everett Osborne, Nathaniel ""Sweetwater"" Clifton, Cary Elwes, Ned Irish, Jeremy Piven, Joe Lapchick, Eric Roberts, Judd, Jim Caviezel, , Richard Dreyfuss, Maurice Podoloff, Kevin Pollak, Abe Saperstein, Mike Starr, Eddie Gottlieb, Jim Meskimen, Miles Slocum",Sweetwater, Post Production, English,213000000.0,175269998.8,US
Honk for Jesus. Save Your Soul.,09/02/2022 ,56.0,Comedy,"In the aftermath of a huge scandal, Trinitie Childs, the first lady of a prominent Southern Baptist Mega Church, attempts to help her pastor-husband, Lee-Curtis Childs, rebuild their congregation.","Regina Hall, Trinitie Childs, Sterling K. Brown, Lee-Curtis Childs, Nicole Beharie, Shakura Sumpter, Conphidance, Keon Sumpter, Austin Crute, Khalil, Devere Rogers, Basil, Robert Yatta, Deacon Alastor Culpepper, Greta Glenn, Deaconess Culpepper, Andrea Laing, Anita",Honk for Jesus. Save Your Soul., Released, English,7396000.0,2144225.0,US
Cléo from 5 to 7,04/11/1962 ,77.0,Drama,"Agnès Varda eloquently captures Paris in the sixties with this real-time portrait of a singer set adrift in the city as she awaits test results of a biopsy. A chronicle of the minutes of one woman’s life, Cléo from 5 to 7 is a spirited mix of vivid vérité and melodrama, featuring a score by Michel Legrand and cameos by Jean-Luc Godard and Anna Karina.","Corinne Marchand, Florence 'Cléo' Victoire, Antoine Bourseiller, Antoine, Dominique Davray, Angèle, Dorothée Blanck, Dorothée, Michel Legrand, Bob, the Pianist, José Luis de Vilallonga, José, Cléo's Lover, Loye Payen, Irma, the Fortune Teller, Renée Duchateau, The Seller of Hats, Lucienne Marchand, The Taxi Driver", Cléo de 5 à 7, Released, French,114200000.0,736329646.2,FR
A Model Kidnapping,07/06/2019 ,59.0,"Thriller, TV Movie","Grace, an aspiring model, is thrilled to have fashion photographer Hunter Kelly help launch her career. But when Grace is held against her will, Hunter’s true intention to use her as his next “star” on a sexy website is revealed. With courage and resourcefulness, Grace must now find a way to escape before she becomes Hunter’s next model murder victim. Inspired by true events.","Lucy Loken, Grace, Wes McGee, Hunter Kelly, Gary Bristow, Detective Hogan, Katherine Diaz, Nicole, Jessica Galinas, Kelsey, Seth Goodfellow, Mark Harding, Kiki Harris, Megan, Tatum Price, Kim",A Model Kidnapping, Released, English,147400000.0,488588497.4,US
Tale of Tales,08/04/2015 ,64.0,"Romance, Fantasy, Horror",The Queen of Selvascura risks everything to be a mother; the King of Roccaforte falls in love with the voice of a mysterious girl; the King of Altomonte becomes obsessed with a flea and neglects his daughter.,"Salma Hayek, Queen of Longtrellis, Vincent Cassel, King of Strongcliff, Toby Jones, King of Highhills, Shirley Henderson, Imma, Hayley Carmichael, Dora, Bebe Cave, Violet, Stacy Martin, Young Dora, Christian Lees, Elias, Jonah Lees, Jonah", Il racconto dei racconti, Released, Italian,12000000.0,5500277.0,AU
The Pirates! In an Adventure with Scientists!,03/12/2012 ,64.0,"Animation, Adventure, Family, Comedy","The luxuriantly bearded Pirate Captain is a boundlessly enthusiastic, if somewhat less-than-successful, terror of the High Seas. With a rag-tag crew at his side, and seemingly blind to the impossible odds stacked against him, the Captain has one dream: to beat his bitter rivals Black Bellamy and Cutlass Liz to the much coveted Pirate of the Year Award. It’s a quest that takes our heroes from the shores of exotic Blood Island to the foggy streets of Victorian London. Along the way they battle a diabolical queen and team up with a haplessly smitten young scientist, but never lose sight of what a pirate loves best: adventure!","Hugh Grant, Pirate Captain (voice), Martin Freeman, The Pirate with a Scarf (voice), Imelda Staunton, Queen Victoria (voice), David Tennant, Charles Darwin (voice), Jeremy Piven, Black Bellamy (voice), Salma Hayek, Cutlass Liz (voice), Lenny Henry, Peg Leg Hastings (voice), Brian Blessed, The Pirate King (voice), Brendan Gleeson, The Pirate with Gout (voice)",The Pirates! In an Adventure with Scientists!, Released, English,60000000.0,123054041.0,AU
Hachiko,08/01/1987 ,76.0,"Drama, Family","The tragic, true story about Hachikō, an Akita dog who was loyal to his master, Professor Ueno, even after Ueno's death.","Tatsuya Nakadai, Shujiro Ueno, Kaoru Yachigusa, Shizuko Ueno, Mako Ishino, Chizuko Ueno, Masumi Harukawa, Okichi, Taiji Tonoyama, Hashimoto, Yoshi Katō, Kondo, Shigeru Izumiya, Yasui, Kei Yamamoto, Serizawa, Kumeko Urabe, Tabacco shop owner (uncredited)", ハチ公物語, Released, Japanese,104600000.0,363454431.4,JP
DPMI-019 キャンギャル狂想脚 美月恋,06/25/2017 ,0.0,,We don't have an overview translated in English. Help us expand our database by adding one.,,DPMI-019 キャンギャル狂想脚 美月恋, Released, Japanese,167540000.0,175269998.8,JP
"A Fairly Odd Movie: Grow Up, Timmy Turner!",07/09/2011 ,49.0,"Family, Fantasy, TV Movie","The television movie is set in the city of Dimmsdale and centers on the series' main protagonist Timmy Turner with his fairy godparents Cosmo and Wanda and his fairy godbrother Poof. In the movie, Timmy is now 23 years old but is still in fifth grade with his fairy-obsessed fifth grade teacher Mr. Crocker. Despite being grown up, Timmy finds a loophole in the fairy rulebook Da Rules: if he continues to act like a kid, he will still get to keep his fairies. However, the dilemma rises when Tootie, who was once a dorky girl when she was 10 years old, returns to Dimmsdale as an attractive woman. Timmy falls in love with her, a sign that he is growing up to an adult, which means he is closer to losing his fairies. Meanwhile, an oil business tycoon named Hugh J. Magnate, Jr., who teams up with Mr. Crocker, plans to use Timmy's fairies' magic in order to promote his oil business.","Drake Bell, Timmy Turner, Daniella Monet, Tootsie (voice), Tara Strong, Poof (voice), Jason Alexander, Cosmo, Daran Norris, Cosmo (voice) / Mr. Turner, Cheryl Hines, Wanda, Susanne Blakeslee, Wanda (voice), Teryl Rothery, Mrs. Turner, Eddie Deezen, Elmer","A Fairly Odd Movie: Grow Up, Timmy Turner!", Released, English,122800000.0,574573700.2,US
Think Like a Man Too,06/20/2014 ,64.0,"Comedy, Romance","All the couples are back for a wedding in Las Vegas, but plans for a romantic weekend go awry when their various misadventures get them into some compromising situations that threaten to derail the big event.","Kevin Hart, Cedric Ward, Michael Ealy, Dominic, Jerry Ferrara, Jeremy Kern, Meagan Good, Mya, Regina Hall, Candace Hall, Dennis Haysbert, Uncle Eddie, Taraji P. Henson, Lauren Harris, Terrence Jenkins, Michael Hanover, Jenifer Lewis, Loretta",Think Like a Man Too, Released, English,24000000.0,70027933.0,US
Uncanny Annie,10/04/2019 ,62.0,"Horror, TV Movie","On Halloween night a group of college students get trapped in a mysterious board game that brings their darkest secrets and fears to life, where they must play to escape…and win to survive.","Adelaide Kane, Wendy, Georgie Flores, Eve, Paige McGhee, Grace, Jacques Colimon, Craig, Dylan Arnold, Michael, Evan Bittencourt, Peter, Karlisha Hurley, Annie, Avery Bagenstos, Tony, Liam Graham, Dave",Uncanny Annie, Released, English,73400000.0,248833858.4,US
Sing Street,03/11/2016 ,79.0,"Comedy, Romance, Drama, Music",A boy growing up in Dublin during the 1980s escapes his strained family life by starting a band to impress the mysterious girl he likes.,"Ferdia Walsh-Peelo, Conor ""Cosmo"" Lalor, Lucy Boynton, Raphina, Maria Doyle Kennedy, Penny Lalor, Aidan Gillen, Robert Lalor, Jack Reynor, Brendan Lalor, Kelly Thornton, Ann Lalor, Ben Carolan, Darren, Mark McKenna, Eamon, Percy Chamburuka, Ngig",Sing Street, Released, English,4000000.0,13624522.0,AU
Monster Family,08/24/2017 ,60.0,"Animation, Family, Fantasy, Comedy","The Wishbone family are far from happy. In an attempt to reconnect as a family, they plan a fun night out. However, the plan backfires when they are cursed and all turned into Monsters.","Emily Watson, Emma Wishbone (voice), Nick Frost, Frank Wishbone (voice), Jason Isaacs, Dracula (voice), Jessica Brown Findlay, Fay Wishbone (voice), Celia Imrie, Cheyenne (voice), Catherine Tate, Baba Yaga (voice), Ethan Rouse, Max Wishbone (voice), Ewan Bailey, Renfield (voice), Jessica McDonald, Sheila (voice)",Monster Family, Released, English,21203585.6,26441892.0,DE
Horizon Line,07/14/2021 ,57.0,Thriller,A couple flying on a small plane to attend a tropical island wedding must fight for their lives after their pilot suffers a heart attack.,"Allison Williams, Sara, Alexander Dreymon, Jackson, Keith David, Freddy Wyman, Pearl Mackie, Pascale, Jumayn Hunter, Samuel, Lamin Tamba, Fisherman 1, Amanda Khan, Nadia, Kate Shepherd, Leah",Horizon Line, Released, English,110400000.0,318117812.6,GB
Hotel for Dogs,06/18/2009 ,61.0,"Comedy, Family","Placed in a foster home that doesn't allow pets, 16-year-old Andi and her younger brother, Bruce, turn an abandoned hotel into a home for their dog. Soon other strays arrive, and the hotel becomes a haven for every orphaned canine in town. But the kids have to do some quick thinking to keep the cops off their tails.","Emma Roberts, Andi, Jake T. Austin, Bruce, Don Cheadle, Bernie, Johnny Simmons, Dave, Kyla Pratt, Heather, Troy Gentile, Mark, Lisa Kudrow, Lois Scudder, Kevin Dillon, Carl Scudder, Ajay Naidu, ACO Jake",Hotel for Dogs, Released, English,35000000.0,122357172.0,AU
A Trip to the Moon,06/20/1907 ,80.0,"Adventure, Science Fiction","Professor Barbenfouillis and five of his colleagues from the Academy of Astronomy travel to the Moon aboard a rocket propelled by a giant cannon. Once on the lunar surface, the bold explorers face the many perils hidden in the caves of the mysterious planet.","Georges Méliès, Professor Barbenfouillis / The Moon, Bleuette Bernon, Phoebe (uncredited), François Lallement, Officer of the Marines (uncredited), Henri Delannoy, Captain of the Rocket (uncredited), Victor André, Astronomer (uncredited), Brunnet, Astronomer (uncredited), Depierre, Astronomer (uncredited), Farjaut, Astronomer (uncredited), Kelm, Astronomer (uncredited)", Le Voyage dans la Lune, Released, French,5985.0,39962472.4,AU
"Game Over, Man!",03/23/2018 ,55.0,"Action, Comedy",Three friends are on the verge of getting their video game financed when their benefactor is taken hostage by terrorists.,"Adam DeVine, Alexxx, Anders Holm, Darren, Blake Anderson, Joel, Utkarsh Ambudkar, Bae Awadi, Jamie Demetriou, Mr. Ahmad, Aya Cash, Cassie, Daniel Stern, Mitch, Rhona Mitra, Erma, Neal McDonough, Conrad Drothers","Game Over, Man!", Released, English,68800000.0,213739675.2,AU
Serenity,01/25/2019 ,54.0,"Thriller, Mystery, Drama","The quiet life of Baker Dill, a fishing boat captain who lives on the isolated Plymouth Island, where he spends his days obsessed with capturing an elusive tuna while fighting his personal demons, is interrupted when someone from his past comes to him searching for help.","Matthew McConaughey, Baker Dill, Anne Hathaway, Karen Zariakas, Jason Clarke, Frank Zariakas, Diane Lane, Constance, Djimon Hounsou, Duke, Jeremy Strong, Reid Miller, Charlotte Butler, Lois, David Butler, Jack, Rafael Sayegh, Patrick",Serenity, Released, English,39000000.0,40319440.0,US
Serenity,01/25/2019 ,54.0,"Thriller, Mystery, Drama","The quiet life of Baker Dill, a fishing boat captain who lives on the isolated Plymouth Island, where he spends his days obsessed with capturing an elusive tuna while fighting his personal demons, is interrupted when someone from his past comes to him searching for help.","Matthew McConaughey, Baker Dill, Anne Hathaway, Karen Zariakas, Jason Clarke, Frank Zariakas, Diane Lane, Constance, Djimon Hounsou, Duke, Jeremy Strong, Reid Miller, Charlotte Butler, Lois, David Butler, Jack, Rafael Sayegh, Patrick",Serenity, Released, English,25000000.0,13008804.0,US
